ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_1inEZhiD9uskIzU,,,,1,2,3,,,5,4,,,,,,,,,,,,3,,,,2,,1,,,,,,,,,,1,,,,,,2,3,4,1,,,,,,,,3,,,,2,,,,,,4,,,,,,,,3,,,,,,,,,4,,2,,,5,1,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,2,,,,,1,,,,,,,,2,,,1,,,,,,
R_7qki5FY2G00RseM,,,,1,2,3,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,3,,,,1,,,,,,3,,,,,,,,,,,,1,,,,,,,,2,,,,,,2,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,3,,,,,,,,,1,,,,2,,1,,,3,,,,,,,3,,,,,,1,,,,2,,,1,,,,3,,,,,,,,,2
R_6yOCpPU6k4bhS01,,,,1,2,3,,,,,,,,,,,3,,,,,,,,,2,,,,,1,,1,,,,2,,,,,,,,,,4,,2,3,,,,,5,,,,1,,,,,,6,,,,,,,,,,,,,,,,,2,,,,,4,3,,,,,1,,,,,,,,,1,,,3,,,,2,,,,,,4,,,,2,,,,,,,,,1,,,,,,,1,,,2,,,,,3,,,,,,,1,,,,,,,,2,,
R_3uPaqFsA0ye4AoK,,5,,2,3,,,1,,,,,4,,,,,,,,1,,,2,4,3,5,,,,,,4,,,,1,,,,,,,2,3,5,10,5,,,,,2,,3,,6,7,,,8,,,,1,9,4,,,,,,2,3,4,1,,5,,8,,,9,,,6,,,,,,,7,,,,,,,,,,,,,,,1,,,2,3,,,,5,,4,1,4,3,,2,,,,,,,,,,,,,2,,1,,,,,,,4,3,,,,,,,1,2,3,4,5,6,,
R_5HnO7yDII81Pfvq,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,2,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,2,,,,,,4,,,,3,,,,,,1,,,2,,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,2,,
R_6WOkTm1090bS9D6,,2,,3,6,5,1,,,,4,,,,,,,4,,,,,2,,,,,3,5,,1,,,,,,,,3,2,,4,,,1,,1,,,,,,5,,7,,,2,3,,,,4,,8,,,,6,,,,1,9,,8,,3,,4,5,,,6,2,7,,,,,,,,,,3,,,7,,,,,,,,,,,,,6,,5,4,1,,2,2,,4,,,,,5,3,1,,,,,,2,,,4,1,,,,,,3,,,,,,1,,,2,,,,3,,5,4
R_6YA4s2jTjPfJfSk,,,,,,1,2,,,,,,,,,,,2,,,,,,,,,,,,,1,,,1,,,,2,,,,,,,,,8,,2,1,,,,,4,,,6,3,,,,,5,,,,,7,,,,,,,,1,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,1,2,,,,,,1,,,,,2,,,,,,,,,,,,2,,,,,,,1,,,
R_6snnGGBJux8ZmdE,,,2,,,1,,,,,,,,,,3,,,,1,,2,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,2,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,4,,,,2,,,,,3,,,,,1,,,,,,,,2,,,,,,,,1,,3,,4,,5,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,2,1,,,,,
R_35ZqUS9Dnsbkfl5,,4,,,,5,,,,,1,,,2,,3,,3,1,,,2,,,,,,4,,,,,,,6,,,1,2,3,,5,,,4,,2,,3,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,4,,,,,,,,,,,1,,2,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,1,,,,1,,2,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,1,,,2
R_1qofErWeKk3tZSN,,1,,2,4,3,,,,,,,,,,,,1,,,,2,,,,3,,,,,,,,,,,,1,,,,,,3,4,2,8,,7,,,,,,,,,5,2,,,,6,,1,4,,,3,,,,,,,,,3,,,1,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,2,,,,,,,1,3,,2,,,1,,,,,4,,,
R_5AOlyUsrKry0zKh,,,1,,,,2,,,,3,,,,,,,,1,2,3,,4,,,,,,,,,,,,,,,,1,2,,,,,,,1,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,1,,,,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,1,,,
R_3DomVZV0JqHJxId,,,,,,,3,,1,,,,,,,2,,3,,,,,,,,,2,,1,,,,,,,1,,2,,,,,,,,,3,,2,5,,,,,,,,,,,,4,1,,,,,,,,,,,,,,1,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,2,,,,,,,,3,,,1,,2,,,,,,1,,2,,3,,,,,,,
R_1gLg9a7K2jCXfrA,,,,,,3,1,,,,2,,4,,,5,,4,2,3,,,,,,,,,,1,,3,,,,,,6,4,5,,1,,2,,,1,5,,,,,8,,,,,7,10,,,,2,,3,4,9,,6,,,,,8,,10,,,2,9,4,,,,6,5,,3,,,,1,,7,,,1,,4,,,3,,,,,,2,,,,,,,,,,,6,7,,2,,,,3,1,,5,,,4,,,4,,2,3,,,,,,,1,,,,,,,,3,,,2,,1,,
R_1pbbO8isMCYJILO,,5,,1,4,3,,,2,,,,,,,,,,,,,,,,,4,5,,2,1,3,,2,,,,1,,,,,,,,,,2,,3,,,,5,1,6,,,9,,,,,4,,,8,,,7,,,,,,2,,,,,,,,5,,,,,,4,,1,,,3,,4,,2,,1,,,,6,,,,,8,7,,5,,,,3,,,1,,2,,,3,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,4,,1,3,6,5,8,,9,7
R_6iUwlCCkBksSoyl,,,,1,3,4,,,2,,,5,,,,,,3,,,,5,,,2,1,,4,,,,1,,,,,,3,,,,,,5,4,2,,1,,3,,,,,,2,,,,,5,,,,,,,4,,,,,,,7,10,9,8,1,,2,,,,,4,,,,6,3,,,5,3,,4,,,,,,,,,5,6,8,,,2,9,7,,,,1,,,,,1,,,,,,,,2,,,1,,5,,3,7,,2,,6,4,,,,,3,,,,,2,,4,,,,5,1
R_7kHVUN9lHm0NCKw,,,,1,3,,,2,,,,,,,,,,,,,,,,,,2,,1,,,3,,3,,,,1,,,,,,,,2,,3,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,1,,,,,,,,2,,,1,,2,,,,,,,,3,,,,,,,,,,,,1,,,,,2
R_5YMvKjKXfatMi7n,,4,1,6,3,,5,,2,,,,,,,,,,,,6,,,,1,5,,2,4,3,,,,,,,,3,,,,2,,,,1,3,1,4,10,5,2,8,7,,11,,9,,,12,6,13,,,,,,,,,,,,,,,,,,5,,,2,,,,3,,6,4,1,,,,,,,,,,,3,,,,2,,,,,,1,,,,4,5,7,4,3,2,1,5,,,,,,,6,,,,,,,,2,1,,,3,4,,5,,,,,,,,,1,2,,,,
R_3gpv938UeXafmmX,,2,,,,,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,2,,,,,,,,2,,,,,1,,,,,,,,,,,2,1,,,,,
R_1E6oU2PW29tjDK0,,,,1,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,2,,,1,,,,,,,,,,,,,1,,,2,,,,,,
R_1qfgNbo7AwH2zZE,,,3,,,,1,,,,2,,,,,,,,,,,,,,,,,,2,,1,,,1,3,2,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,1,,2,,,,,,1,,,2,,,,,,,,
R_7RmtrRosVctXfKf,,,4,,,,2,3,,,,,1,,,,,,2,5,3,,,4,1,,,,,,,2,,,,,,,,,1,4,,5,3,6,,9,,6,3,10,,,,1,,,,2,7,,,,,4,,5,,8,,,,,,,4,2,,,3,,,,,5,,,,,1,,,,1,,3,,,,,,2,,,5,6,,,,8,7,4,,,,9,,2,,3,,,1,,,,,,,,,,,,,1,,,2,,3,4,,,,,2,,,,,5,,1,,,,3,4
R_6dRoZWWxGqDViY8,,,,,,,,,,,2,,1,,,,,1,,,,2,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,1,,,2,,,,,2,,,,,,,,,,,,1
R_1hu8g5wJQ5UfdR3,,1,5,,,,,11,10,9,8,7,3,6,2,4,,,2,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,1,,,,,,,,3,,,,4,,,,,,5,,,,,2,,,1,,,,,,,,,4,,5,,,3,2,,,,,,,,12,,14,13,10,11,8,,9,4,,,,7,1,,,,6,5,2,3,,2,,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,10,8,9,7,4,6,5,3,,1,2,
R_5KrPSYLV5CcITjD,,,,1,,2,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,2,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,2,1
R_6IVMAzbLq4afDrL,,,2,,,1,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,2,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,2
R_5cCuh3peA1FMaBg,,,,2,,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,1,,2,,,,,,,,,,1,,2,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,,,,,2,,1,,2,,,,,,,,,,
R_5wnx4xY20idcWB0,,,,2,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,,,1,,,,2,,,,,,,1,,,,,
R_3gmQtDOAJjSW6B3,,,,3,,,1,,,,2,,,,,,3,,,1,2,,5,,,,,,,,4,,4,,,,,,6,2,,,1,5,3,,1,,2,,5,,,,,,,,,,,,,,,,4,,3,,,10,,3,,6,2,8,1,,,,7,,,9,,,4,5,,,,,,,,,,,,,,2,8,6,,9,1,,5,4,,,,7,,3,,3,,1,,2,,,,,,,,,,,,,,,,,2,,3,,,1,6,,8,,2,,1,7,,3,,4,5,
R_6Emcs9gxHyu217k,,6,,7,5,4,,1,3,2,,8,,,,,,4,,,,3,,,,2,,1,,,,,,,,,,,,,,,,2,3,1,3,,5,6,,,,,2,,,9,10,,,,8,7,1,,,,4,,,1,,,,,,,,4,7,,,,5,,,,,3,2,6,,,,,,,,,1,,,,,,,,,2,,,,,,,,,3,,2,,,1,,,,,4,,,,,,,,3,,,1,2,,,,,4,,,,1,,,,,,,,2,,
R_1vY9zH5fkAiqwvU,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,1,2,,1,3,,,,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,,,,,2,,,,,1,,,
R_7xmVr9Z38vlmIr7,,,,3,4,5,2,1,,,,,,,,,1,,,,,,,,,,4,,5,3,2,,1,,,,,,4,5,2,,3,,,,1,,2,,,,,,,,5,8,3,,,,,,6,9,7,,4,,,,,1,,,3,7,8,5,,,,,,4,6,2,,,,9,,,,2,,,5,3,,,,,,,,6,1,,,,,,,,,4,1,,,2,,3,,,,,,4,,,,1,,,6,,,5,2,,4,,,3,,,1,,,,2,,,4,,,3,
R_3hS7tMWpk5S33ui,,1,,2,3,4,,,,5,,,,,,,,4,,,,1,,5,,,3,2,,,,,,,,,,1,,,4,,,5,2,3,1,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,1,,4,2,,3,,,,,,,,,,,,,,,,,,1,2,,3,4,5,,,,,,,,,,,,,,,,1,2,,3,4,,5,,,2,,,,3,,,1,,,4,
R_61Z2xKY856YIdLb,,,2,,,,3,,,,1,,,,,,3,,,,,,,,,,1,,2,4,,,,1,2,3,,6,7,5,,,,,,4,2,,6,,,,,,3,,,,1,,,,,,5,,,,4,,,,,1,,,,5,,,4,,,,,2,,,,,3,,,,,,,,,,,,,,,1,,4,,,3,2,,,,,,,,,,2,,,,,,,,1,,,,5,2,,,3,,6,4,1,7,,,,,,,,2,,,,,,,,,1
R_1nNNTIcka6QoB4x,,,,3,1,2,,,,,,,,,,,,3,,,,1,,,,2,,,,,,2,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,3,,,,,,1,,,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,2,,4,,,3
R_7Kr8tw3qGKHf8u5,,,3,,,,1,,,,2,,,,,,,,3,2,5,,4,,1,,,,,,,4,,,,,,,7,,,6,5,3,1,2,5,,,,,,,,,,,,2,,,,3,,1,,,,4,,,,2,,,,4,3,11,,9,10,,,7,6,,8,,1,5,,,,,1,,8,4,3,,,,2,,,,5,,,,,,,,6,,7,,3,,,5,6,,4,,,2,,,1,4,,,2,,,,,3,,,,1,,,,1,,,,4,,,2,,3,,
R_3ODtDiuLXBL7U1b,,1,2,7,5,6,,4,3,8,,,,,,,,,,,,2,,,,3,5,1,4,,,,,,,,,,,,,,,,1,2,14,,7,4,8,,3,9,,,,2,,,1,5,6,,13,10,11,,12,,,,,,,,,,,2,4,,1,,,,,,,,,3,,,,6,,,,5,,,4,,,,,2,,,,1,,,,,,3,7,6,,1,,8,4,,5,,,3,,2,,,,,3,,,1,,,2,,4,,,,2,,,,,,,1,,,,
R_50Z2jlyIqHdpoYe,,,,1,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,
R_1KjNY8eo8qb7LEw,,3,,2,4,6,,,5,1,,,,,,,,3,,,,2,,,,4,,1,,,,,,,,,,2,,,,1,,4,3,5,,2,8,3,,,,,,1,,,,4,,,,,,5,,9,7,6,4,,,,5,3,8,,9,,,6,7,,,10,1,2,,,,,,,,,,,,,,1,,,5,,,,4,,,,3,,2,,,,,,4,5,,1,,,,,3,2,,,2,4,,,5,,,3,6,,,,,1,,,,,,,2,,,3,,,1,
R_1QAphNhI9q3PDez,,2,4,,1,,,,,3,,,,,,,,,,,1,3,4,,,,,2,,,,,,5,,,,,4,,7,6,,2,1,3,,15,,,,,4,11,8,13,10,7,,12,,3,6,,5,1,2,14,9,,,,,4,,3,,,,,,,,,1,,,,,,,,,2,1,,4,,2,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,1,,,2,,,,,2,,,,,,,1,,,,,,2,,1,,,,,,,,,,
R_60bBCdWGxUYqtr1,,1,,,,,,,,,2,3,,,,4,,,,,,,2,1,,,,,,3,,,3,,,,1,,,,,,2,,,,,,4,,,,2,1,,,3,,,,,5,,,,,,,,,,,,,1,,,,3,,,,,,2,,,,,,,,,,3,,,,,,,,,,,4,5,,,,6,,7,,1,,2,,,2,,,,,,,1,,,,,3,,,,,2,1,,3,,,4,,,,3,,,,,,1,,,,,,2,
R_1qOkvZPExWRHhCh,,1,,2,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,,,,,2,,,,,1,,,,,,,,1,,,2,,,,,,
R_5jZpeUcjLSyOIVJ,,,,2,1,3,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,2,,,,3,,,,1,,,,,,1,,,,,,,,2,,,,5,,,,,,4,,,,3,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,3,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,5,,,4,,,3,1,,2,,,,2,,3,,,1,,,,,,,,
R_78nY4JxWF8TtZjH,,,,,4,1,5,3,,,2,,,,,,,,,,,,,,,,1,,2,,,1,,2,,,,,,,,,,,,,3,,1,13,,,2,,,,9,11,4,,,12,10,8,,5,,,6,7,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,2,,,1,
R_5GDoCTCQ1yo1Utb,,,,,3,1,4,2,5,,,,,,,,,,2,,,,,,3,,4,,1,5,,2,3,,,,,,,,5,,1,,,4,1,3,13,14,2,10,11,4,9,,6,5,,7,8,12,,,,,,,,,,,,,,,,,,1,,,6,,,,4,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,1,3,,6,2,1,,,,,4,,,3,,5,4,,,,,3,,,,1,2,,5,,,,,,3,,1,2,,,,,,
R_7LNHBJiyxGyqBc8,,,4,1,2,3,6,,,,5,,,,,,2,,,,,,4,3,1,,,,,,,,,,,,,,,,,1,2,4,5,3,2,,,5,,,10,,,,,,,,3,6,4,7,,1,8,,,9,,,7,,9,,,8,2,,5,6,4,,,,,,1,,,,3,,,4,,,,2,,,,5,,,,3,,,,,,,,1,,,1,,,3,,5,,4,2,,,,,,,4,,,5,,1,,,,2,6,,3,,,3,,,,,,,1,,,2,
R_5fHij26ijmCUetv,,,1,,,,3,,,,2,,4,,,,,,4,6,5,,1,2,3,,,,,,,2,,,,,,,,,,1,,4,3,5,,,,,,2,,,,1,,,,3,,,,,,,,4,,,,,,,,,,2,3,,4,,,,1,6,,7,,8,5,,,,7,2,10,11,1,,12,,,,,5,6,,,,8,,4,,,,3,9,,,2,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,3,,,,,,,1,2,,
R_1ND2kAjXhVWZfD0,,1,,,,3,2,,,,,,,,,,,,,3,,,,,,2,,,,1,,,2,3,,,,,,,,,,,,1,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,1,,,,,,,,,,,,2,,,3,,,,,,1,,,,,,1,,,3,,2,,,,,1,,3,,,,,,,,2,,
R_39cgtQ8k6y44h9a,,,,3,2,1,,4,,5,,,,,,,,1,,,,2,,,,3,,,4,,,3,,,,,,,5,,,4,1,,2,6,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,,2,,
R_5CcjuWXY0Etcrrr,,1,4,,,,6,5,,,3,2,,,,,,,1,2,4,,,3,,,,,,,,,,,,,,,,4,,,5,3,2,1,1,,3,,,,5,,7,,,4,2,,,6,8,10,,,,,9,,,,,,1,2,,,,,,,,3,,,,,,,,4,,,,4,,10,,,,7,,9,6,,,,8,,,,3,1,5,,,2,1,4,,,,3,,,,,,,,2,,,,1,5,,,4,6,,3,2,,,,,3,,,,4,,,2,,,1,
R_64GWkXIzmgP3ThS,,,,1,2,3,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,2,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,1,,,
R_1oStgLcB8hzRy0h,,,,5,4,6,,3,2,1,,,,,,,,4,,,,2,,,,1,,3,,,,2,,,,,,,,,,5,,1,4,3,,,,,,,6,,,,,4,,,1,2,5,,,,,,,3,2,,1,4,,,,8,,,10,,9,,,,,,7,3,5,,6,,,2,,,7,6,,,5,8,,,,4,,,,3,,,,1,,,1,,4,,,2,,,,,3,,,,,6,,,1,,2,,,3,,,5,4,,,,4,,,,3,1,,,2,,
R_3dWpLrBqHflfl61,,,,5,,4,3,,,,,,,,1,2,4,7,,1,,,,6,5,3,,2,,,,,,,,,,3,,,,1,,2,,,3,,5,,,,,,,7,,,2,4,,,,6,,1,,,,,,,,3,2,,4,1,,,,,,,,8,9,,7,,5,,,6,,3,,,,4,,,7,,8,1,,,2,,,,,,,6,5,,,,4,1,,5,,,,,3,,,2,5,3,,,1,,,,2,,,,4,,,,,,,,2,4,,3,,1,,
R_1xMf6PKzT0ecBBn,,,,,2,5,,,,,3,4,,,1,,,1,3,,,,,2,4,,,,,,,2,,,,,4,3,,,,,5,6,,1,4,,10,1,,,9,,2,,,8,5,,3,7,6,,,,,,,,,6,,,2,1,,4,,3,,,,5,,,,,,8,,7,,,,,,,,,,,,,4,,,,,,,2,6,,3,,1,5,,2,1,5,4,3,,,,,,,,,,,,,,,,,3,1,,4,,2,1,,,,,,2,5,,,3,,4,
R_62o9MrQXxnz4Gsx,,1,,2,3,,,,,,,,,,,,,,,,,1,2,,,3,,,,,,,,,,,,,,,,,,2,3,1,1,,4,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,2,3,,,,,,,,,,1,,2,,,4,,3,,1,,,,,,,,,,,3,,,,,,2,,,1,,2,1,,,,,,,3,,,,
R_1ODlwYQ61wOijru,,,3,,,,1,,,,2,,4,,,,,,2,1,3,,6,4,5,,,,,,,4,,,,,,,,,,5,,2,1,3,2,,10,,,,,5,,,6,8,3,,,,7,,,1,9,,4,,,,,,,,2,,6,,,,,4,,3,,,1,,,,,5,,4,,1,7,3,,,,6,,,,,8,,,2,,,,5,,,1,,2,,,4,,,,5,3,,,,,3,,2,,,,,,,,1,,,,,,,2,,6,1,3,,,,5,4
R_7kHe1dLbfvdVBep,,,,,,,,,1,2,,,,,,,,1,,,,3,,,,2,,4,,,,3,,2,6,1,,7,,,,4,,9,8,5,5,,6,15,3,,4,1,,,9,7,8,,,13,10,,11,,12,,14,2,,7,,,,5,,,2,6,,,,4,,,,3,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,3,,,1,5,,4,7,,2,,,6,4,,2,,,,5,,,1,,,3,,,,,1,,,,,,,,2,,
