duration,responseId,Q4_0_GROUP,Q4_1_GROUP,Q4_2_GROUP,Q5_0_GROUP,Q5_1_GROUP,Q5_2_GROUP,Q6_0_GROUP,Q6_1_GROUP,Q6_2_GROUP,angryorchard,bacardi,budweiser,coors,corona,crownroyal,highnoon,newbelgium,odells,smirnoff,scrumpys,titos,topochico,truly,whiteclaw,benjerry,coke,campbell,chocolove,generalmills,hershey,impossible,kellogg,kraft,larabar,nestle,pepsico,pueblochiles,tyson,burgerking,chickfila,chipotle,crackerbarrel,denverbiscuit,dominos,firehouse,fiveguys,illegalpete,jimmyjohns,kfc,mcdonalds,musiccity,panera,papajohns,popeyes,raisingcanes,sonic,starbucks,subway,sweetgreen,tacobell,wafflehouse,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q17_4_TEXT,Q18,Q18_4_TEXT,Q19_1,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q_TotalDuration,Race
782,R_60I72GupNNOd0MC,"Budweiser,Coors Light","White Claw,Smirnoff","Angry Orchard,Scrumpys Cider","Chick-fil-A,Raising Cane's Chicken Fingers","Burger King,Mcdonald's","Firehouse Subs,Subway","Hershey,Nestle","Pepsico,Coca-Cola","Kellogg,General Mills",2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,5,3,4,5,2,4,4,4,4,4,5,5,5,4,4,5,4,2,2,2,4,2,5,4,4,4,3,5,3,3,3,3,6,6,6,6,5,No,White or Caucasian,Associates or technical degree,"$25,000-$49,999",80831,55-64 years old,Female,,Democrat,,2,3,1,2,4,3,4,1,1,782,W
347,R_17nmzd7ekZTpu8h,"Angry Orchard,Crown Royal,Odells,Titos","Coors Light,Scrumpys Cider,Smirnoff,New Belgium","White Claw,Truly,Topo Chico Seltzer,High Noon","CAVA,Cracker Barrel,Firehouse Subs,KFC","Illegal Pete's,Music City Hot Chicken,Popeyes,Starbucks","Sweetgreen,Waffle House,Subway,Taco Bell","Ben & Jerry's,General Mills,Kellogg,Kraft","Pepsico,Pueblo Chiles,Tyson,Impossible Burger","Larabar,Coca-Cola,Chocolove,Hershey",4,5,3,4,4,,4,5,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,4,,4,,,4,,,,,,4,,,,,6,6,7,7,6,No,Prefer not to say,Prefer not to say,Prefer not to say,80015,35-44 years old,Male,,No preference,,6,4,3,4,5,3,4,3,5,347,
309,R_6f1cmduh6LPdqKT,"Truly,Budweiser,Coors Light,Bacardi,Corona","White Claw,Topo Chico Seltzer,Titos","Scrumpys Cider,High Noon,New Belgium,Smirnoff","Cracker Barrel,Burger King,Domino's,Chick-fil-A","Five Guys Burgers and Fries,Mcdonald's,Firehouse Subs,Chipotle","Sonic Drive-In,Subway,Taco Bell,Waffle House,KFC","Ben & Jerry's,Coca-Cola,Kraft,General Mills","Pepsico,Pueblo Chiles,Kellogg,Tyson","Larabar,Nestle,Hershey,Impossible Burger",4,4,5,4,5,4,4,4,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,4,4,5,4,5,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,6,6,5,6,6,No,Black or African American,Bachelor’s degree,"$25,000-$49,999",80501,45-54 years old,Male,,Republican,,6,4,4,3,3,4,4,4,3,309,B
2245,R_1Ld3Tv8ovBid7TH,"Coors Light,Corona","New Belgium,Angry Orchard","Smirnoff,Bacardi","Burger King,Chick-fil-A","KFC,Popeyes","Taco Bell,Papa John's","Tyson,Kraft","Coca-Cola,Campbell","Hershey,General Mills",1,5,5,5,5,4,1,2,1,5,1,1,1,1,1,4,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,3,5,5,5,3,5,5,4,1,3,4,5,3,1,3,5,1,5,3,5,5,4,5,4,Yes,White or Caucasian,Associates or technical degree,"$25,000-$49,999",80227,45-54 years old,Female,,Republican,,7,5,5,5,5,1,1,5,5,2245,H
722,R_3n1G1aW7UCQ0JXw,"Budweiser,Titos,Coors Light,Odells,Corona","Truly,Crown Royal,Bacardi,New Belgium,Smirnoff","White Claw,Angry Orchard,High Noon,Scrumpys Cider,Topo Chico Seltzer","Burger King,Sonic Drive-In,Five Guys Burgers and Fries,Mcdonald's","Cracker Barrel,CAVA,Illegal Pete's,Sweetgreen,Waffle House,Denver Biscuit Co,Music City Hot Chicken,Raising Cane's Chicken Fingers","Panera Bread,Jimmy John's,Taco Bell,Papa John's,Subway,Popeyes","Ben & Jerry's,Chocolove,Nestle,Hershey","Campbell,Impossible Burger,Tyson,Larabar,Pueblo Chiles","Coca-Cola,General Mills,Kellogg,Kraft,Pepsico",4,4,1,1,1,3,2,2,1,4,3,2,2,2,2,4,5,3,2,4,4,4,4,4,2,3,4,3,4,4,1,1,3,1,2,1,5,1,2,2,5,2,1,2,3,5,5,2,4,1,3,5,6,6,6,6,6,Yes,Other,High school diploma or GED,"$50,000-$74,999",81504,45-54 years old,Female,,Independent,,7,1,1,1,1,1,1,1,1,722,H
370,R_6ux4nxBCw5Q9E2T,"Bacardi,Budweiser,New Belgium,Crown Royal","Coors Light,Scrumpys Cider,Topo Chico Seltzer,White Claw,Corona,Angry Orchard,Odells","Truly,High Noon,Smirnoff,Titos","Five Guys Burgers and Fries,Mcdonald's,KFC,Burger King,Popeyes,Chick-fil-A","Taco Bell,Raising Cane's Chicken Fingers,CAVA,Illegal Pete's,Domino's,Sonic Drive-In,Sweetgreen,Cracker Barrel,Denver Biscuit Co,Chipotle,Music City Hot Chicken","Firehouse Subs,Jimmy John's,Subway,Starbucks,Waffle House,Papa John's,Panera Bread","Ben & Jerry's,Campbell,Coca-Cola,Tyson,Impossible Burger","Larabar,Kraft,General Mills,Chocolove,Kellogg,Hershey","Pueblo Chiles,Nestle,Pepsico",1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,4,1,1,5,5,5,1,,5,2,5,,5,1,5,,5,,2,1,3,5,4,,2,,5,5,5,5,5,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$50,000-$74,999",80435,45-54 years old,Female,,Democrat,,5,2,2,2,2,5,5,2,2,370,W
25900,R_7IZjacJ9TYqM0TC,"Budweiser,Coors Light,Corona","Bacardi,Smirnoff,Crown Royal","New Belgium,White Claw,Angry Orchard","Burger King,Mcdonald's,Five Guys Burgers and Fries","Firehouse Subs,Jimmy John's,Subway","Taco Bell,Sonic Drive-In,Chick-fil-A","General Mills,Chocolove,Kellogg","Coca-Cola,Pepsico,Larabar","Kraft,Nestle,Hershey,Tyson",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,5,4,5,3,4,2,5,5,2,2,4,1,3,5,,4,5,4,4,5,1,4,3,2,4,1,2,3,1,5,1,5,2,6,1,5,2,5,No,White or Caucasian,"Some college, but no degree","Less than $25,000",80631,55-64 years old,Male,,Independent,,4,3,4,5,3,1,2,2,3,25900,W
466,R_31txccqM3gl0yvt,"Coors Light,Corona,Odells,Budweiser,New Belgium","Scrumpys Cider,Angry Orchard,High Noon,Truly,Topo Chico Seltzer,White Claw","Crown Royal,Smirnoff,Bacardi,Titos","Firehouse Subs,Raising Cane's Chicken Fingers,Panera Bread,Jimmy John's,Five Guys Burgers and Fries,Chipotle,Chick-fil-A,Music City Hot Chicken","Denver Biscuit Co,Sweetgreen,CAVA,Illegal Pete's","Subway,Taco Bell,Mcdonald's,Waffle House,KFC,Popeyes,Papa John's,Sonic Drive-In","Pepsico,Coca-Cola","Kellogg,General Mills","Nestle,Hershey",1,1,2,,,2,3,4,5,,1,5,4,2,3,4,4,,,,,4,,,,,,5,,,5,4,,5,,,,,,,,3,,,,5,,,,5,,,4,6,4,2,5,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",80210,35-44 years old,Male,,Other,Libertarian,5,1,1,1,3,4,4,1,1,466,W
1139,R_5c7JkDQVCt5BUcN,"Budweiser,Coors Light,Corona,New Belgium","Bacardi,Angry Orchard,Smirnoff,Titos","White Claw,Truly,Topo Chico Seltzer","Mcdonald's,Burger King,KFC,Chick-fil-A,Popeyes,Taco Bell,Five Guys Burgers and Fries","Subway,Sweetgreen,Jimmy John's,CAVA","Raising Cane's Chicken Fingers,Panera Bread,Cracker Barrel","Kellogg,Larabar,General Mills,Chocolove","Impossible Burger,Campbell,Tyson,Kraft","Ben & Jerry's,Hershey,Coca-Cola,Nestle,Pepsico",4,4,4,4,2,4,3,4,2,4,2,4,2,4,2,5,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,2,2,2,4,2,2,4,4,2,4,2,2,4,2,4,1,4,2,2,3,5,3,5,3,Yes,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",80525,18-24 years old,Female,,Democrat,,3,1,2,2,3,5,5,1,1,1139,H
698,R_79hw4NOar2eANz3,"Angry Orchard,Scrumpys Cider,Corona,Odells,Coors Light,Budweiser,New Belgium","Smirnoff,Crown Royal,Bacardi,Titos","High Noon,Topo Chico Seltzer,White Claw,Truly","Cracker Barrel,Denver Biscuit Co,Illegal Pete's,Sweetgreen","Waffle House,CAVA,Music City Hot Chicken,Subway,Starbucks,Jimmy John's,Firehouse Subs,Papa John's,Panera Bread,Domino's,Chipotle","Popeyes,Raising Cane's Chicken Fingers,KFC,Chick-fil-A,Five Guys Burgers and Fries,Mcdonald's,Sonic Drive-In,Taco Bell,Burger King","Pepsico,Coca-Cola,Hershey","General Mills,Nestle,Chocolove,Tyson,Ben & Jerry's,Campbell,Kraft,Kellogg","Pueblo Chiles,Larabar,Impossible Burger",4,2,1,1,1,4,,4,,2,,,2,4,,4,4,,,4,4,1,4,4,2,4,,,4,2,4,2,4,3,2,5,4,,,2,1,3,4,,2,,2,,,,1,1,6,6,6,5,5,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",80920,55-64 years old,Male,,Independent,,5,2,2,1,2,3,4,2,2,698,H
584,R_7OkpuUNen8YqJpg,"Topo Chico Seltzer,Angry Orchard,White Claw,Truly,Scrumpys Cider","Coors Light,High Noon,Corona,New Belgium,Budweiser,Odells","Smirnoff,Bacardi,Crown Royal,Titos","CAVA,Five Guys Burgers and Fries,Domino's,Illegal Pete's,Chipotle,Chick-fil-A,Burger King,Papa John's,Sonic Drive-In,KFC,Popeyes,Taco Bell,Firehouse Subs,Mcdonald's,Raising Cane's Chicken Fingers","Sweetgreen,Jimmy John's,Subway,Cracker Barrel,Music City Hot Chicken,Panera Bread,Waffle House","Starbucks,Denver Biscuit Co","General Mills,Hershey,Pepsico,Nestle,Ben & Jerry's,Kellogg,Coca-Cola","Campbell,Impossible Burger,Kraft,Tyson","Larabar,Chocolove,Pueblo Chiles",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,7,7,7,7,7,No,"Black or African American,Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",80249,35-44 years old,Female,,Independent,,4,5,5,3,1,5,5,1,1,584,B
540,R_500kMr4MFT2n5vY,"Coors Light,Corona,Budweiser","Crown Royal,Bacardi,Smirnoff","White Claw,Angry Orchard","Burger King,Five Guys Burgers and Fries,Mcdonald's","Domino's,Papa John's","Chick-fil-A,Popeyes,Raising Cane's Chicken Fingers","General Mills,Kellogg","Coca-Cola,Pepsico","Hershey,Nestle",1,5,2,5,4,5,1,1,1,3,1,1,1,1,1,3,5,5,3,5,5,1,5,5,1,5,5,2,4,4,5,4,2,1,4,4,4,2,3,2,2,,5,3,4,3,3,4,4,3,2,2,6,6,4,2,3,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$75,000-$99,999",80124,65+ years old,Female,,Independent,,4,2,3,3,3,3,4,2,2,540,W
385,R_7uwGkI5zOMABoaW,"Budweiser,Coors Light,Bacardi,Smirnoff,Topo Chico Seltzer,High Noon,Crown Royal,Corona,Angry Orchard","White Claw,New Belgium,Truly","Odells,Titos,Scrumpys Cider","Jimmy John's,Burger King,Mcdonald's,Sonic Drive-In,Domino's","KFC,Raising Cane's Chicken Fingers,Illegal Pete's","Waffle House,Sweetgreen,Chipotle","Ben & Jerry's,Hershey,Kellogg","Pepsico,Coca-Cola","General Mills,Kraft,Nestle",2,4,5,2,2,4,2,4,2,4,4,2,2,4,3,5,5,4,3,3,5,3,4,5,1,4,3,2,4,5,4,1,3,3,5,4,3,1,4,3,5,1,4,5,4,1,5,3,4,1,4,5,4,6,2,7,7,No,White or Caucasian,High school diploma or GED,"Less than $25,000",80229,25-34 years old,Female,,Independent,,4,1,1,5,3,5,1,1,1,385,W
909,R_31j5kXzQz9fROmY,"Budweiser,Coors Light,Odells,Corona","Angry Orchard,Truly,White Claw,Topo Chico Seltzer,Scrumpys Cider,High Noon,New Belgium","Titos,Smirnoff,Bacardi,Crown Royal","Mcdonald's,Burger King,Sonic Drive-In,Five Guys Burgers and Fries","Chick-fil-A,Raising Cane's Chicken Fingers,Music City Hot Chicken,Popeyes,KFC","Subway,Panera Bread,Firehouse Subs,Jimmy John's","Tyson,Kellogg,Nestle,Hershey,Kraft,Pueblo Chiles,General Mills,Campbell","Pepsico,Coca-Cola","Larabar,Impossible Burger,Chocolove,Ben & Jerry's",1,4,5,3,4,3,1,1,1,1,1,1,1,1,1,4,4,5,1,4,4,1,5,5,1,5,5,5,4,,4,1,1,,3,2,3,1,4,5,3,1,3,1,4,2,1,3,5,1,1,3,6,7,6,7,7,Yes,White or Caucasian,"Some college, but no degree","$25,000-$49,999",80915,45-54 years old,Female,,Democrat,,6,2,3,2,1,1,1,2,5,909,H
893,R_1KVnkeHHy0Yx5uU,"Bacardi,Smirnoff,Crown Royal","Corona,New Belgium,Titos,Coors Light,Budweiser","Topo Chico Seltzer,Truly,Scrumpys Cider,Odells,White Claw,High Noon,Angry Orchard","Denver Biscuit Co,Panera Bread,Waffle House,Cracker Barrel","Jimmy John's,Firehouse Subs,Subway","Popeyes,Raising Cane's Chicken Fingers,Music City Hot Chicken,KFC","Kraft,Nestle,Kellogg,General Mills","Coca-Cola,Pepsico","Ben & Jerry's,Chocolove,Hershey",2,4,5,1,1,3,3,1,1,4,1,1,4,1,1,5,1,3,5,5,5,4,4,4,1,3,3,4,2,4,1,3,,2,4,4,5,4,5,2,2,2,2,4,5,4,4,5,4,4,4,4,5,5,6,6,6,Yes,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",80003,45-54 years old,Female,,Democrat,,3,3,2,1,5,3,1,1,1,893,H
896,R_17ogm9SSEUFMrJv,"Bacardi,Smirnoff","Crown Royal,Corona","Coors Light,White Claw","Starbucks,Sonic Drive-In","KFC,Taco Bell","Firehouse Subs,Subway","Ben & Jerry's,Chocolove","Pepsico,Coca-Cola","Hershey,Nestle",1,5,2,2,4,4,1,1,1,5,1,1,1,1,1,5,4,4,2,1,5,1,5,5,1,5,5,1,3,1,4,5,4,,4,5,1,1,2,5,3,,5,4,4,4,5,5,4,1,5,5,5,5,5,5,5,No,White or Caucasian,High school diploma or GED,"$25,000-$49,999",80910,35-44 years old,Female,,No preference,,3,3,2,1,1,1,1,1,3,896,W
868,R_3OoxiMUGjOxRy7u,"Corona,Odells,Coors Light,Budweiser","Bacardi,Crown Royal,Smirnoff,High Noon","White Claw,Titos,Scrumpys Cider,Angry Orchard,Topo Chico Seltzer,Truly","Five Guys Burgers and Fries,Chick-fil-A,Mcdonald's,Domino's,Chipotle,Sonic Drive-In,Taco Bell,Papa John's,Raising Cane's Chicken Fingers,KFC,Subway,Jimmy John's,Popeyes,Burger King,Music City Hot Chicken","Sweetgreen,CAVA,Panera Bread,Denver Biscuit Co,Cracker Barrel,Illegal Pete's,Firehouse Subs","Waffle House,Starbucks","Ben & Jerry's,Hershey,Larabar,Nestle,Chocolove","Kellogg,Campbell,Tyson,Coca-Cola,Kraft,General Mills","Pueblo Chiles,Impossible Burger,Pepsico",3,4,3,,3,4,4,3,3,5,3,3,3,4,4,4,5,5,3,5,5,,5,3,3,5,3,4,5,5,5,5,4,3,5,3,3,,4,3,3,,5,5,3,3,3,3,3,3,3,5,5,6,2,4,5,No,White or Caucasian,"Some college, but no degree","$50,000-$74,999",80863,45-54 years old,Female,,Independent,,4,1,2,1,3,1,4,1,1,868,W
453,R_5Tf63I0PG5qekUh,"White Claw,Smirnoff,Angry Orchard,Truly,Topo Chico Seltzer","New Belgium,High Noon,Corona,Budweiser,Odells,Coors Light","Scrumpys Cider,Crown Royal,Titos,Bacardi","Burger King,Sweetgreen,CAVA,Sonic Drive-In,KFC,Panera Bread,Mcdonald's,Taco Bell,Popeyes,Waffle House,Domino's","Papa John's,Five Guys Burgers and Fries,Chick-fil-A,Starbucks,Firehouse Subs,Chipotle,Illegal Pete's,Subway,Jimmy John's,Raising Cane's Chicken Fingers","Denver Biscuit Co,Cracker Barrel,Music City Hot Chicken","Coca-Cola,General Mills,Impossible Burger,Kraft,Kellogg,Tyson","Nestle,Campbell,Chocolove,Pepsico","Larabar,Hershey,Ben & Jerry's,Pueblo Chiles",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,5,,,5,4,4,3,,,,,,,,3,,,,,,,,,,,4,4,2,2,2,No,White or Caucasian,"Some college, but no degree","$25,000-$49,999",81005,25-34 years old,Male,,Independent,,5,1,1,1,1,1,1,2,2,453,W
536,R_3O7VfC4cuuoBdaR,"Budweiser,Odells,New Belgium,Corona,Coors Light","High Noon,Bacardi,Smirnoff,Crown Royal,Titos","Angry Orchard,Scrumpys Cider,Topo Chico Seltzer,Truly,White Claw","CAVA,Cracker Barrel,Burger King,Chick-fil-A,Firehouse Subs,Chipotle,Denver Biscuit Co,Domino's,Sweetgreen","Illegal Pete's,Mcdonald's,Starbucks,KFC,Jimmy John's,Music City Hot Chicken,Five Guys Burgers and Fries","Panera Bread,Popeyes,Subway,Sonic Drive-In,Papa John's,Raising Cane's Chicken Fingers,Taco Bell,Waffle House","Pepsico,Nestle,Hershey,Impossible Burger","General Mills,Coca-Cola,Ben & Jerry's,Kraft","Campbell,Pueblo Chiles,Chocolove,Larabar,Kellogg,Tyson",1,2,1,4,4,5,3,3,3,3,2,4,2,2,1,,4,3,3,4,3,1,3,3,3,3,4,3,,3,4,4,3,3,1,1,1,1,5,3,2,3,3,1,3,3,2,2,4,3,2,3,5,5,6,4,4,No,White or Caucasian,Associates or technical degree,"$75,000-$99,999",80030,25-34 years old,Male,,Independent,,4,3,2,2,2,3,4,2,3,536,W
523,R_6PAOiLkmtwtFnjT,"New Belgium,Corona","Titos,White Claw","Crown Royal,Angry Orchard","Five Guys Burgers and Fries,Burger King","Raising Cane's Chicken Fingers,Chipotle","Domino's,Papa John's","Coca-Cola,Pepsico","Ben & Jerry's,Chocolove","Campbell,Kraft",1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,,3,2,2,1,2,3,1,2,1,1,1,3,3,4,2,5,2,1,2,3,5,2,4,2,1,1,4,4,4,3,1,4,3,1,,1,5,5,5,3,3,Yes,Other,High school diploma or GED,"$50,000-$74,999",80014,25-34 years old,Male,,Independent,,1,2,2,1,1,5,5,1,1,523,H
964,R_6qWZw8aD72JlcXO,"Crown Royal,Bacardi","Smirnoff,Titos,Angry Orchard,Corona","Coors Light,Budweiser,Scrumpys Cider,High Noon,Odells,New Belgium,Topo Chico Seltzer,White Claw,Truly","Denver Biscuit Co,Illegal Pete's,Cracker Barrel,Panera Bread,Waffle House","Five Guys Burgers and Fries,Chipotle,Firehouse Subs,Starbucks,Jimmy John's,Chick-fil-A,Raising Cane's Chicken Fingers,Papa John's,Domino's,Subway","Popeyes,Burger King,Mcdonald's,Sonic Drive-In,KFC,Taco Bell","Coca-Cola,Pepsico,Ben & Jerry's","Nestle,Hershey,General Mills,Kellogg","Tyson,Impossible Burger,Kraft,Campbell",5,4,1,1,4,4,3,,,3,1,2,,4,1,5,2,2,3,3,3,4,2,2,3,1,2,3,2,2,1,3,2,,,4,,,1,,1,,2,4,,,,1,4,,,,5,5,7,5,6,No,"Black or African American,American Indian/Native American or Alaska Native","Some college, but no degree","Less than $25,000",80239,25-34 years old,Non-binary / third gender,,Independent,,3,2,1,1,4,3,5,2,1,964,B
552,R_3OEDYbLFCzF7O7f,"Corona,Coors Light","New Belgium,Budweiser","Smirnoff,Crown Royal","Mcdonald's,Burger King","KFC,Jimmy John's","Taco Bell,Subway","Pepsico,Campbell","Kraft,Coca-Cola","Nestle,Hershey",3,4,4,5,4,4,3,4,3,4,2,2,2,2,2,1,4,5,2,4,4,3,4,4,3,4,4,3,2,4,3,3,3,2,2,2,3,3,4,4,4,3,3,3,3,3,3,2,3,2,3,3,7,7,6,5,5,No,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",81432,35-44 years old,Female,,Independent,,4,4,2,3,2,5,5,1,1,552,W
346,R_7rPe0NF5iXQrQv7,"White Claw,Angry Orchard","Crown Royal,New Belgium","Coors Light,Budweiser","Popeyes,KFC","Papa John's,Domino's","Subway,Jimmy John's","Coca-Cola,Pepsico","Hershey,Chocolove","Kellogg,General Mills",5,4,4,4,5,4,2,2,1,4,2,2,1,2,4,,5,1,1,4,3,1,5,4,1,,5,1,4,5,5,3,1,3,5,2,4,5,2,,4,1,4,3,4,1,1,5,4,1,4,,7,5,4,3,7,Yes,Other,Bachelor’s degree,"$75,000-$99,999",80011,25-34 years old,Male,,Democrat,,5,3,2,5,3,4,5,2,1,346,H
479,R_3uQmWt4eaTJt4s9,"Angry Orchard,Crown Royal,Budweiser","Bacardi,Coors Light,Corona","Smirnoff,New Belgium,High Noon","Jimmy John's,Subway,Mcdonald's","Chick-fil-A,KFC,Burger King","Panera Bread,Popeyes,Papa John's","Nestle,Hershey,Coca-Cola","Impossible Burger,Kellogg,Kraft","Ben & Jerry's,Larabar,General Mills",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,1,,4,2,4,4,1,4,2,1,1,4,2,2,4,,4,2,2,1,4,4,5,,5,4,5,1,4,4,5,1,2,3,7,3,5,2,5,No,White or Caucasian,High school diploma or GED,"Less than $25,000",81501,35-44 years old,Male,,Independent,,1,4,2,2,4,1,1,4,1,479,W
7127,R_6HqVWCnVBRBIJwv,"Budweiser,Coors Light,Corona","Angry Orchard,Scrumpys Cider","Bacardi,Smirnoff,Crown Royal","Illegal Pete's,Papa John's,Domino's","Subway,Firehouse Subs,Jimmy John's","Sonic Drive-In,Burger King,Mcdonald's,Chick-fil-A","General Mills,Kellogg","Pepsico,Nestle,Coca-Cola","Hershey,Chocolove",1,4,1,1,4,,1,1,1,4,1,1,1,1,1,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,4,4,1,,4,1,1,3,3,4,4,1,1,4,4,1,4,4,4,1,3,1,5,3,3,3,3,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",80219,25-34 years old,Female,,Democrat,,5,4,4,3,3,4,4,1,1,7127,H
693,R_3wOcQipn576Y4Br,"Smirnoff,Budweiser,Corona,High Noon,Scrumpys Cider,Angry Orchard","Bacardi,Titos,Crown Royal","Odells,New Belgium,Truly,Topo Chico Seltzer,Coors Light,White Claw","Mcdonald's,Taco Bell,Sonic Drive-In,Subway,Raising Cane's Chicken Fingers,Popeyes,Papa John's,KFC,Domino's,Waffle House,Burger King","Starbucks,CAVA,Sweetgreen,Panera Bread,Jimmy John's,Five Guys Burgers and Fries,Chick-fil-A,Firehouse Subs,Chipotle","Music City Hot Chicken,Illegal Pete's,Cracker Barrel,Denver Biscuit Co","Hershey,Pepsico,Coca-Cola,Nestle,Ben & Jerry's,Chocolove","Kellogg,Larabar,General Mills","Campbell,Impossible Burger,Kraft,Pueblo Chiles,Tyson",4,4,2,4,4,5,4,3,,5,3,3,1,1,1,4,4,3,3,3,4,3,4,4,,4,4,3,5,4,5,5,3,3,4,4,5,3,5,4,4,,3,1,4,4,4,3,,,4,5,5,5,5,6,6,No,Black or African American,Bachelor’s degree,"$25,000-$49,999",80913,25-34 years old,Female,,No preference,,4,1,1,1,4,4,3,1,1,693,B
380,R_3vTqfAFg88icNcl,"Truly,Corona,Coors Light,Budweiser","White Claw,Smirnoff,Scrumpys Cider","Bacardi,High Noon,Angry Orchard","Chick-fil-A,Jimmy John's,Burger King","Waffle House,Panera Bread","Cracker Barrel,Five Guys Burgers and Fries","Kraft,Campbell","General Mills,Nestle,Hershey,Ben & Jerry's","Pueblo Chiles,Tyson",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,5,4,1,1,5,1,2,5,1,5,1,1,5,5,5,5,5,1,5,5,5,1,5,1,5,1,3,3,1,1,4,4,3,3,4,,7,7,7,1,7,No,White or Caucasian,High school diploma or GED,"Less than $25,000",80916,18-24 years old,Female,,Other,Conservative ,1,3,3,5,5,4,4,1,1,380,W
598,R_1CI6VLUAOmpNGHI,"New Belgium,Angry Orchard,High Noon","Crown Royal,Bacardi,Smirnoff","Corona,Coors Light,Budweiser","Sonic Drive-In,Mcdonald's,Burger King","Raising Cane's Chicken Fingers,Chipotle,Five Guys Burgers and Fries","Jimmy John's,Domino's","Pepsico,Coca-Cola","General Mills,Kellogg","Hershey,Ben & Jerry's",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,3,,,4,,,,,1,,,,4,1,,,3,,,4,,,,2,,,,4,,,1,,,,,7,7,2,5,6,No,Black or African American,"Some college, but no degree","$50,000-$74,999",80817,25-34 years old,Male,,No preference,,4,1,2,1,2,5,5,1,1,598,B
653,R_7VPJKhJ9RGLTkqt,"Smirnoff,Scrumpys Cider,Truly,Titos,Topo Chico Seltzer,Angry Orchard","High Noon,Crown Royal,Bacardi","Odells,White Claw,New Belgium,Corona,Coors Light,Budweiser","Starbucks,Popeyes,Subway,Burger King,Chick-fil-A,KFC,Taco Bell,Sonic Drive-In,Mcdonald's,Raising Cane's Chicken Fingers,Chipotle","Domino's,Papa John's,Firehouse Subs,Jimmy John's,Panera Bread,Five Guys Burgers and Fries","Illegal Pete's,CAVA,Sweetgreen,Cracker Barrel,Waffle House,Music City Hot Chicken,Denver Biscuit Co","Chocolove,Ben & Jerry's,Hershey","Pueblo Chiles,Larabar,Tyson,Kellogg,Kraft,General Mills,Campbell","Coca-Cola,Pepsico,Nestle",4,4,4,4,4,4,2,1,1,5,2,2,2,3,3,5,5,5,4,5,5,3,5,5,,4,5,4,4,5,5,1,5,2,,4,5,4,5,4,1,2,,4,4,4,5,5,5,,5,4,5,6,4,5,6,Yes,Other,Some high school or less,"$25,000-$49,999",80233,35-44 years old,Female,,No preference,,5,4,5,4,2,4,5,3,5,653,H
